No	Tweets	Label
1165	@USER <b>shit</b> you right 😂	No
1166	@USER <b>damn</b> is she ugly!!!!	Yes
1167	@USER @USER You know what wasn’t in his apartment after? Him. And that’s the <b>fucking</b> problem.	No
1168	@USER @USER @USER @USER Lord Of The Pies should kept his <b>cock</b> holster shut. Nobody gives a toss what you Hollyweirdo's have to say. #MAGA	Yes
1169	@USER @USER Such a <b>fucked</b> night @USER	No
1170	@USER So you’re saying THIS official is suppose to go back and recall every other violation that was let go and than rule? Silly <b>ass</b> argument. She was out of line he called it. That’s like saying billy Martin didn’t get thrown out in 1975 so how ca	No
1171	@USER <b>shit</b> doesn’t feel real to me. then again... life is very whack and i don’t like how it’s set up to begin with so. idk.	No
1172	@USER The <b>cunt</b> who’s 1st EU is doing it URL	Yes
1173	@USER Screw you and that keep up" <b>shit</b> honestly 😂"	No
1174	@USER u a cold <b>bitch</b>	Yes
1175	@USER I hope this <b>shit</b> doesn’t become a trend. Keep the beef on wax homie. Or at least call and yell at each other on Hot 97 like 50n&amp; Cam did URL	No
1176	@USER We get <b>shit</b> transported from Africa niggas told me they seen venomous snakes Iguanas a beetle the size of a car tire lmaoooo 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ all kinds of shit	No
1177	@USER We get shit transported from Africa niggas told me they seen venomous snakes Iguanas a beetle the size of a car tire lmaoooo 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ all kinds of <b>shit</b>	No
1178	@USER @USER @USER way more accurate than most theories.Most history ancient Egypt ect is all made up BS . It’s all been fabricated for us I don’t claim to know why.But if you start looking into history ect there’s no <b>fucking</b> proof of anything.Enjoy	No
1179	@USER Krazee right wingers have the nerve to <b>bitch</b> about Antifa.	No
1180	@USER <b>hell</b> yeah it FUCKIG is	No
1181	@USER Risking his own <b>ass</b> lol	No
1182	@USER i BREATGE in kpop stan u <b>nigger</b>	Yes
1183	@USER If that was my missus horse he’d <b>fuck</b> right off and have us chasing him like bell ends	No
1184	@USER slap the <b>shit</b> outta her	Yes
1185	@USER wow @USER you didn't look up permanently" and "suspends" before placing them next to each other in a <b>fucking</b> headline? #youhadonejob"	No
1186	@USER I found out today that Jesus isn’t white and so now I can’t go to church on Sunday AND I can’t watch football <b>damn</b> Obama liberals	No
1187	@USER @USER Liberals don't give a rats <b>ass</b> but having power!! Period!! They cry over everything that doesn't go their way	No
1188	@USER Kirinodere and the Curious Case of the <b>fucked</b> Customs Fees. 10/10 good book.	No
1189	@USER I cackle at something different <b>shit</b> every time I watch it lol	No
1190	@USER This is the realest (and tealest) <b>shit</b> ever. Eric da gawd	No
1191	I hate the Democrats but they do Fight like H3LL everyday. R's are making so much from Lobbyist they don't give a <b>damn</b> what we want. I'm Ready for #MAGA Party but we have to get Trump elected 2020 and keep democrats out till 2020 URL	No
1192	@USER <b>fuck</b> russ 110%	Yes
1193	@USER @USER Why the <b>fuck</b> do you cover American politics more than Canadian politics? @USER is a fucking disgrace. Report news. All news. Not just the stuff that makes conservatives look bad and ignore the stuff that makes liberals look bad.	No
1194	@USER @USER Why the fuck do you cover American politics more than Canadian politics? @USER is a <b>fucking</b> disgrace. Report news. All news. Not just the stuff that makes conservatives look bad and ignore the stuff that makes liberals look bad.	Yes
1195	@USER let me <b>nigga</b> fish in peace damn	No
1196	@USER let me nigga fish in peace <b>damn</b>	No
1197	@USER Holy <b>shit</b> you met Michael Jordan	No
1198	@USER yeah way to ruin the <b>fucking</b> hype. this is why you werent invited to dennys after we finished with andreas lol.	No
1199	@USER And here’s me <b>fucking</b> ya mom URL	Yes
1200	@USER @USER Thats silly when the 90s cartoons made him popular as <b>fuck</b>	No
1201	@USER @USER Zero evidence lmaooooooo I love seeing liberals squirm at <b>shit</b> like this 😂😂😂	No
1202	@USER Democrats cut funding. CIA goes around it. That's how it's done. Conservatives" who play by the rules will get <b>fucked</b> up, every time. URL	No
1203	@USER Rosier has played like straight <b>fucking</b> garbage i mean he was tolerable at most during the undefeated run last year but ever since Pitt he’s shown how much of a scrub he is and Richt is scared to death to start Perry	Yes
1204	#democrats and #liberals don’t give a <b>damn</b> about @USER allegedly committing physical violence on his ex-girlfriend but they all rush to discredit Kavanaugh for a 35 year old “vague” 11th hour accusation. #walkaway #Hypocrites	No
1205	@USER @USER Good for her..... thats some fine gun control. Double tap to an <b>ass</b>	No
1206	@USER @USER <b>fuck</b> you. You are disgusting animals and your editor who approved the “news” is a bag of shit	Yes
1207	@USER @USER fuck you. You are disgusting animals and your editor who approved the “news” is a bag of <b>shit</b>	Yes
1208	@USER Holy <b>shit</b> thank you so much. Up until the Mine craft I that that because it wasn't on TV anymore that it had ended. I was very very wrong.	No
1209	if i have to tolerate ur loud <b>ass</b> maga merch dont say shit about my nike anything kiss my ass	No
1210	if i have to tolerate ur loud ass maga merch dont say <b>shit</b> about my nike anything kiss my ass	No
1211	if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my <b>ass</b>	Yes
1212	@USER Am Eye See Kay He Why Am Oh You <b>ass</b> He	No
1213	@USER I LOVE YO CUTE <b>ass</b>	No
1214	@USER On everything that <b>shit</b> is really sad smh	No
1215	@USER EVERY TIME! i hate it its the most horrifying feeling. it happens to me when im dozing off. then i jolt wide the <b>fuck</b> awake -_-	No
1216	@USER Hey Bono- Why not turn your Dublin hotel over to refugees? <b>asshole</b>	Yes
1217	@USER a bat my <b>nigga</b>	No
1218	@USER @USER @USER As a kid of legal immigrants I can attest you are 100% correct. They follow the law to the letter in most cases because they worked so <b>damn</b> hard to get her legally they won’t do anything to risk their status. The illegals have con	No
1219	@USER Complaining about SP's comments and blames the media for him(Spath) feeling a certain way and not actually reading an article. Basically saying Shea doesn't know <b>shit</b> and basically he should shut his mouth.	Yes
1220	@USER @USER @USER I <b>fuck</b> with this hard	No
1221	@USER Josh I am not <b>fucking</b> a loli robot	No
1222	@USER What are you doing Joe? I swear it seems like he is doing this <b>shit</b> intentionally to show us fans up or put us in the hospital for heart attacks. #EverybodyIn @USER	No
1223	@USER Gonna call <b>bullshit</b> on that one.	Yes
1224	@USER <b>fuck</b> em all. Complete morons	Yes
1225	@USER *click* <b>fuck</b> YOU!!	Yes
1226	1. End the War on Drugs 2. Slash the <b>shit</b> out of taxes across the board 3. Repeal unconstitutional gun control laws URL	No
1227	#SecondAmendment I saw the Dems in the Kavanaugh hearings bring up common sense" gun control, time after time. @USER is a Chicago guy. Chicago has some of the very toughest gun laws in the country, yet it's the gun violence capital of the USA. How about this <b>dick</b> ++"	No
1228	@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just <b>fucked</b> off to the woods and spared everyone their bullshit There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their	No
1229	@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their <b>bullshit</b> There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their	Yes
1230	@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own wa	No
1231	@USER @USER chloe shut the <b>fuck</b> up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you don’t fucking get it.	Yes
1232	@USER @USER chloe shut the fuck up. seriously get a <b>fucking</b> life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you don’t fucking get it.	Yes
1233	@USER @USER chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to <b>fucking</b> tell you. bc you clearly you don’t fucking get it.	No
1234	@USER @USER chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you don’t <b>fucking</b> get it.	No
1235	@USER How paranoid has one person to be to think that <b>fucking</b> yale is a kind of antifa HQ	No
1236	@USER I was on some <b>shit</b> last night	No
1237	@USER @USER @USER @USER @USER @USER Unicorns and Antifa and rainbows and socialists and puffy hearts and feminazis and sunshine and <b>pussy</b> hats. And most of all RESIST! 😂🤣😂	No
1238	@USER I love only one (1) <b>bitch</b> (you) URL	No
1239	@USER @USER I hate 7 year old <b>faggot</b> Logan fans like you	Yes
1240	@USER Me and bronbron are cool now. It's ok if he eat <b>ass</b> #lakergang	No
1241	@USER @USER You do know what the chant <b>puto</b> means don't you? Fined three times means its not acceptable both are being bullies. One was done by one player the other done by the culture of a country.	Yes
1242	@USER @USER @USER @USER DaveB the most boring man to have ever graced SIMB. Thank <b>fuck</b> he was run off the BORED	No
1243	@USER Did you see what she said about Travis on Ellen?? That’s one hating <b>ass</b> bitch 😭	Yes
1244	@USER Did you see what she said about Travis on Ellen?? That’s one hating ass <b>bitch</b> 😭	Yes
1245	@USER Any day you free I’m dead <b>ass</b> serious an don’t call me talking about come get him cause imma block yo ass	No
1246	@USER Any day you free I’m dead ass serious an don’t call me talking about come get him cause imma block yo <b>ass</b>	No
1247	@USER im <b>fucking</b> sad also this gif is art	No
1248	@USER He is such a piece of <b>shit</b>	Yes
1249	@USER Seriously??.... Guess comedy is easier to get viral.... Have you tried drawing <b>shit</b> XD	No
1250	@USER That stage was such a pain in the <b>ass</b> for terrorist hunt I loved it	No
1251	@USER Not sure. Just woke up wanting to <b>fuck</b> some chuds up Might be the antifa super soldier serum or something idk	No
1252	@USER @USER @USER @USER @USER Amazing how they can consistently manage to <b>piss</b> off both progressives and conservatives by being so arrogantly misguided--often in same segments.	No
1253	@USER <b>fuckin</b> great brother. I just laughed like a little girl. “Grab your balls” stay in the trade	No
1254	@USER @USER Communists: Liberals get the bullet, too." Me: "Wow <b>fuck</b> you!" Communists: "You are excluding instead of unifying.""	Yes
1255	@USER everyone's ragging your <b>ass</b> on Puerto rico Don. The mayor put a stop to the work being done out there a while back.	No
1256	@USER @USER @USER Think they're trying to be funny or it's a dog whistle to prohibitionists. Either way it's a total <b>fucking</b> disgrace and belittles cannabis use. Wankers.	No
1257	@USER <b>hell</b> fuckin yea	No
1258	@USER hell <b>fuckin</b> yea	No
1259	@USER @USER Xtc isn't going to help you sleep hahahah but it will help you feel better after how Rockstar is <b>shitting</b> on us. Or did you mean sleeping pills😂	No
1260	@USER “the sex symbol of rap” LMAOOO <b>bitch</b> YOUre FAT aS fuck ANYWAYS you tryna fight?	Yes
1261	@USER “the sex symbol of rap” LMAOOO bitch YOUre FAT aS <b>fuck</b> ANYWAYS you tryna fight?	Yes
1262	@USER Who talks <b>shit</b> on buff chicken dip dude it’s buff chicken dip	No
1263	@USER whoaaa that's amazing i wanna see her now 😝 also you are a kinky lil <b>slut</b> but ily	Yes
1264	@USER I eat some weird <b>shit</b> but this crossed the line	No
1265	@USER @USER <b>fuck</b> you cunt Try this on for size. URL	Yes
1266	@USER @USER fuck you <b>cunt</b> Try this on for size. URL	Yes
1267	@USER //Anime is a gag series. The manga is bloody as <b>fuck</b>	No
1268	@USER why are you so <b>fucking</b> good.	No
1269	@USER a huge <b>fuck</b> up on my part.	No
1270	@USER log doesnt give a <b>shit</b> i bet he eats nachos in the middle of the night in his underwear	No
1271	@USER @USER Thank you random internet person. Next time I want <b>shit</b> from you I’ll squeeze your head.	Yes
1272	@USER More fear tactics to make people attack her. It’s <b>bullshit</b>	Yes
1273	@USER <b>fuck</b> xenoblade chronicles	Yes
1274	@USER <b>fuck</b> im wired	No
1275	@USER Shut your <b>ass</b> up 🤧	Yes
1276	@USER a perfect description of ANTiFA. Fascist <b>shit</b> bags.	Yes
1277	@USER It’s not wrongfully characterizing. It’s the <b>fucking</b> truth and you guys are just to ignorant to see it.	No
1278	@USER It’d better be on Monday and who the <b>hell</b> are they to slow walk this and dictate terms? #MAGA	No
1279	@USER He makes dope <b>ass</b> songs. He’s a singer/writer URL	No
1280	@USER NO <b>bitch</b> I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO bitch THIS IS FUN	Yes
1281	@USER NO bitch I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO <b>bitch</b> THIS IS FUN	Yes
1282	@USER <b>nigga</b> then how can you say bo2 is the best Cod 🤨 URL	No
1283	@USER @USER Question: Hows that gun control laws up the <b>ass</b> they have working out for them?	No
1284	@USER @USER Why didn't Zac Goldsmith of the faux Conservative Party use this? Why didn't faux Conservative Party use Khan's defence of 9/11 organiser? Why are the Conservatives so <b>fucking</b> useless? If you ask me it's deliberate as they share Labour'	No
1285	@USER yo why won’t you let me post a link fam... does it offend you? You little salty spittoon... you literally allow porn such as @USER but you don’t allow federal <b>shit</b> #censorship #ConfirmKavanaugh #ConfirmKavenaugh #maga URL	Yes
1286	@USER @USER @USER We call that game <b>bullshit</b> .	No
1287	@USER OH I <b>fucking</b> LOVE LATEX HMU IFU GOT Q'S IVE BEEN USING IT FOR YEARS	No
1288	@USER <b>bullshit</b> People died because of an incompetent Puerto Rican government officials. That’s already been exposed dumb ass but good try.	Yes
1289	@USER bullshit People died because of an incompetent Puerto Rican government officials. That’s already been exposed dumb <b>ass</b> but good try.	Yes
1290	@USER @USER <b>damn</b> straight he is. Nothing but good vibes coming through November 💯💯💯👍🏼👍🏼👍🏼	No
1291	@USER @USER No no that’s shaq silver back looking <b>ass</b> 😂😂	No
1292	@USER nah it's coz you're a <b>cunt</b> blocked	Yes
1293	@USER Omg not even interested in his age but <b>damn</b> he is fine af 😜	No
1294	@USER @USER oh <b>shit</b> you weren't joking... wtf	No
1295	@USER “My head is a <b>fuckin</b> egg”	No
1296	@USER <b>pussy</b>	Yes
1297	3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a <b>goddamn</b> goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS. PERFECT.	No
1298	@USER I'M SO <b>fucking</b> READY	No
1299	@USER @USER I didn’t watch and will not watch @USER Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a <b>damn</b> game cannot stand for this momen	No
1300	@USER No <b>fucking</b> way he said this!	No
1301	@USER @USER That's just modelling. Plenty of women make <b>shit</b> tons of money just for looking good	Yes
1302	@USER Shouldve played saint marie instead of london docks. Saint was <b>ass</b> for me 👌	No
1303	@USER Does skip realize that by saying you should become a professional tweeter that he is kind of <b>shitting</b> on sports casters? How many TD receptions skip have this year?	Yes
1304	@USER @USER in other words, im not speaking on your behalf, i just can't sit idly by while people make an <b>ass</b> out of themselves because i feel like people can be better than that."	Yes
1305	@USER IT'S <b>fucking</b> TIME!!	No
1306	@USER Get the <b>hell</b> out of my country that u hate @USER the u have trashed &amp; weaponized OUR GOVT for 8 yrs to destroy us &amp; quit telling our kids to hate the best county your a disgrace!	Yes
1307	@USER Best part is if you read the exchange he had in that thread, a year later this dude comes back on his same blm and Antifa caused nazis" <b>bullshit</b> lmao. And by "best" i mean saddest."	Yes
1308	10th duet with my cutiee angel @USER 😘😍💕 she is <b>damn</b> awesomee in this 💕💕 her expressions 😘just killing 😍love to do this 😍😉🙌 nly for u #mybubblygirl #anupama #dreamgirl #BCO love u my cutiee doll💕😘 URL	No
1309	@USER Jonah hill ratted your sorry <b>ass</b> out wdym	No
1310	@USER @USER @USER Of course. Self defense. The well-known standing someone else's ground" rule. She was the only one armed, the one entering his property, the one starting the interaction, how the actual <b>fuck</b> is it self defense? Seriously dude, don	No
1311	@USER its all about you ... trying to sell your stuff don't worry that everything is going to <b>shit</b> politically you must be Liberals	No
1312	@USER @USER Did Chuck think Juanita Broderick credible-Keith Ellison’s girlfriend domestic abuse credible? The truth is Chuck is a <b>shit</b> stirrer for a cause. In this case- ruin a mans impeccable career-embarrass his wife &amp; daughters-all in a sle	Yes
1313	@USER you are the only <b>motherfucker</b> with common sense on this website	No
1314	@USER Exactly! Ford is just a <b>damn</b> pawn for the Baby-Adults of America / aka Democrats. #SheIsALiar 🤥- I ❤️ that Conservatives will control the highest court for 20+ years.	No
1315	@USER <b>bullshit</b> there's rich liberals too so what are you saying ???	Yes
1316	@USER 🤦🏾‍♀️ she’s dead <b>ass</b> serious too. Smdh	No
1317	@USER <b>boner</b> hasn't lived in real world for 40 years.	No
1318	@USER <b>bullshit</b>	Yes
1319	@USER You are <b>cum</b>	Yes
1320	@USER @USER I'm not watching it ever again. Soccer anyone? That <b>damn</b> soccer game in TN looked like a winner to me. USA beat Mexico 1-0. Over 40k attended. I think Soccer can overcome football in the future.	No
1321	@USER Does she expect a mob in <b>pussy</b> hats shouting We believe her" in unison, based on a general distrust of conservatives?"	Yes
1322	@USER boy you sleeeeeeepppp 😭😭 <b>ass</b> be ret on Pansy or Bailey tonight 😂😂😌	No
1323	@USER @USER <b>nigga</b> thought it was gone a 44 point game??? funny to ya boy	No
1324	@USER Oh <b>shit</b> SJSNSN I’ve had work every day since I messaged u so sorry I’ll make it Tuesday!	No
1325	@USER Yet more evidence that the @USER have turned ‘The Party of Business’ into ‘The Party of <b>fuck</b> Business’. Bizarre.	No
1326	@USER <b>hell</b> NO	No
1327	@USER @USER @USER He's on Capital <b>fucking</b> Hill. It's not like they don't know where he's at. They want to intimidate his family so he will back out. The media is Antifa in drag.	No
1328	@USER I'm with ya I played the beta last night I'm a fan since bad company 2 mind u and that <b>shit</b> was fucking awful other than the gunplay which I was fine with the graphics themself are spooky as hell it's too bright for me makes me nauseous	No
1329	@USER I'm with ya I played the beta last night I'm a fan since bad company 2 mind u and that shit was <b>fucking</b> awful other than the gunplay which I was fine with the graphics themself are spooky as hell it's too bright for me makes me nauseous	No
1330	@USER I'm with ya I played the beta last night I'm a fan since bad company 2 mind u and that shit was fucking awful other than the gunplay which I was fine with the graphics themself are spooky as <b>hell</b> it's too bright for me makes me nauseous	No
1331	@USER @USER Whenever I see Get out there and vote" it makes me think liberals are trying to rally their voters because @USER historically have much lower turnout numbers than @USER ers. Then I see it is about Asians and think to myself <b>hell</b> they ju	No
1332	@USER He had to <b>fuck</b> up. You can only give a guy so many chances no matter how talented he is	No
1333	@USER The comments that we should pity her because she is obviously not mentally well <b>piss</b> me off to no extent. If a POC did this they would not be concerned" about their mental well being."	No
1334	@USER Haha great ending. Modern #Antifa is THE most embarrassing movement since “Nu” Metal in the late 90s. These kids will look back the same way ex limp biscuit fans do and say what the <b>fuck</b> was I thinking!?!	No
1335	2/2 More from Mark Judge,Kavanaugh's bro:liberals are trying to take our fun away... Brent Musburger can’t call a hot girl hot... Obama wants to outlaw guns because it’s all about the children.The children,the children...No one can belch because of the <b>fucking</b> children" URL	No
1336	@USER @USER Mbappe is bang average...would <b>shit</b> bricks in PL...glad for him he is in a league which is absolute joke	No
1337	@USER <b>shit</b> jamming Ju	No
1338	@USER @USER Ol'Bob sez...White existence is a Crime !" Alrighty then...another Country to scratch off the"Tourist Destination List" South Africa can now join Cuba, Venezuela and the entire European Union...I'm liking Poland more and more everyday, even Ru	No
1339	@USER @USER I believe he is doing great with the @USER is finding out how hard it is to actually work with a team that can’t cheat and get away with it...what a terrible place to find that out...the <b>asshole</b> of America	Yes
1340	@USER <b>hell</b> no!!!	No
1341	@USER @USER @USER <b>damn</b> right. URL URL	No
1342	@USER *he screams and releases 20 gallons of <b>cum</b> with enough pressure to make at least 2 gallons squirt from his big brother's mouth*	No
1343	@USER @USER Are you kidding me? I’m so <b>pissed</b> for you. He is a sorry excuse for a human being.	No
1344	@USER @USER @USER @USER @USER @USER Talks about the idea of Anonymous" then turns it into "in general it's about bla bla bla" because when it comes to you and your buddies making no profit doesn't apply? Then claims he "fought against Antifa" yet now supp	No
1345	@USER <b>hell</b> no#MAGA 🇺🇸🇺🇸🇺🇸🇺🇸	No
1346	@USER @USER @USER No he was not! He scary as <b>hell</b> thats what he is!	No
1347	@USER @USER @USER @USER @USER @USER So she is desecrating graves with the best intentions no wonder Jeremy wants her speaking. he wants Jewish membership to know exactly what he thinks of them. I reiterate an absolute <b>shit</b> of a human being no offen	No
1348	@USER Is this <b>nigga</b> really back to dying his hair 2445times in one comeback 😂😂😂	No
1349	@USER @USER Possive dumb <b>ass</b>	Yes
1350	@USER @USER URL Let me give you something your wife can't :P <b>cum</b> join me live now x	No
1351	@USER @USER It started when those with money realized their future dreams for business could NOW come true by seeing your <b>ass</b> was on the short list.	No
1352	@USER Haley thanx! you know how to brighten up my <b>shitty</b> day😘	No
1353	@USER Also - Didn’t he just flat-out stop showing up to set for the Freddie Mercury biopic? That <b>shit</b> should kill his career...and here he is getting another gig!	No
1354	@USER never trusted his <b>ass</b>	No
1355	@USER BONO IS AN <b>asshole</b>	Yes
1356	@USER Lake show <b>fuck</b> Corey Harris	Yes
1357	@USER @USER Issss <b>nigga</b> fall asleep on soft after this	No
1358	@USER @USER Why the <b>hell</b> would you want gun control if you think Trump's a tyrant?	No
1359	@USER @USER Pssst Bono's <b>ass</b>	No
1360	@USER <b>hell</b> ya she is	No
1361	@USER <b>nigga</b> say he a stretch big 💀	No
1362	#disgusted her constituents voted liberal #LeonaAlleslev <b>fuck</b> off URL	Yes
1363	@USER @USER 🤷🏾‍♂️ if he is <b>gay</b> oh well 😂😂 he be havin mfs HOT! Lol I like how he plays	No
1364	@USER <b>bullshit</b>	Yes
1365	@USER @USER @USER @USER WHY DON'T YOU GET A JOB THAT HAS HEALTH CARE OR BETTER YET GET OFF YOUR LAZY <b>ass</b> AND LOOK FOR BETTER INSURANCE	Yes
1366	Again if the economy is booming why is gas so MOF high 2nd question this is for the #MAGA cult how will making cars go half as far on gas doubling your cost to fill your tank make <b>fucking</b> sense to you? #TuesdayThoughts URL	No
1367	@USER @USER Ask the black Panthers whent well thrill Milford act. ask why the first gun control listed <b>niggers</b> could not touch guns under penalty of death. Also glad you can see that all the gun control has never been for reduction of violence it's	No
1368	@USER So happy for you and your dad!!! My dad had the same kind of cancer but stage 4. He was diagnosed in 2016 and passed away this passed January. My mom is kicking leukemia’s <b>ass</b> since Nov. of 2015 and she is doing awesome!	No
1369	@USER PG 6’6 pure shot creator. You don’t need to speedboost in this game. If you are half-decent you should thrive with shot creators. They are known for draining (and greening) the most contested <b>shit</b> YW!	No
1370	@USER @USER Nonsense. Ford is doing what he campaign on. And he is doing a <b>damn</b> fine job. It good to see a politician keep his promises push things thru and get the done. The Conservative party has plenty of depth and is representing Ontarians quit	No
1371	@USER Aww. ☺️ I tried lol. She is such a smart <b>ass</b> though 😂	No
1372	@USER @USER G this a MAGA <b>ass</b> take 😂😂😂😂😂😂	No
1373	@USER I <b>fucking</b> loved that cat I am so sad	No
1374	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I LOve pointing out to ANTiFA <b>shit</b> bags tthat they	Yes
1375	@USER 0.05 - Narrator: It was at THIS moment Antifa knew... xhe/zhe had <b>fucked</b> up...""	No
1376	@USER @USER @USER She took a polygraph to prove something to her husband. I think they were in counseling because she is frigid with her husband and he wants to know why. So she made up a cockamamy story as a coverup for her current <b>lesbian</b> affair.	No
1377	@USER Clearly that man must have been blind. But thanks for being not only a beautiful woman on the outside but being a kick <b>ass</b> one on the inside as well. I know there are many woman applauding your post along with me.	No
1378	22 years old and wandering the streets of New York City the big apple from <b>hell</b> and beyond" and still she is subject to the 'n' word and still other models call her 'n' person of the year and yet she cares but she is more afraid of "u know who"."	No
1379	@USER @USER It is troubling to me that the top 2 Trump haters are Diane Feinstein &amp; <b>dick</b> Schumer. The Jewish hatred for this country &amp; Conservatives &amp; Israel is palpable. I am embarrassed by them.	No
1380	@USER @USER Civilians Also I'll admit its hard sometimes when helping Grok 24-7 lol I've been called names I didn't even know existed Example Antifa Grannies Brokeback Valor (WTH is that) Grok Girl Friend (Yep No <b>shit</b> Things Frauds will say Thank Y	No
1381	@USER I don't think you know what you're advocating for. And you certainly don't know that saying what you said leads to a bunch of <b>shit</b> you probably wouldn't like whether that's what you meant or not.	Yes
1382	@USER Yea I been in a <b>shitty</b> mood too an the rain ain’t making it better	No
1383	@USER @USER <b>damn</b> . You are a roll . Bring it!	No
1384	@USER He's going to need a pair of running shoes so he can look for work when he's sees we're not supporting his dumb <b>ass</b> movies anymore. 🤷‍♀️#walkaway	Yes
1385	@USER This is like <b>fuckin</b> cool .. .. hold your horses .... freckles... ohhhjhhh god	No
1386	@USER Seriously who's the <b>dick</b> that unfollowed	Yes
1387	@USER #ProteccKaiser He is a <b>fucking</b> sweetheart and DESERVES THE WORLD GODAMN IT	No
1388	@USER She's sexy as <b>hell</b> and tough too👍👍👍👍	No
1389	@USER tbh it catchy as <b>fuck</b> tho	No
1390	@USER @USER @USER Sure. Whatever you say random dude. Last time I checked having a negative opinion of a media company doesn’t make you Antifa. But congratulations on dumbest <b>fucking</b> thing I’ve heard today👍	Yes
1391	@USER BETO A DANGEROUS MAN! I TOLD YOU A HIT AND RUN DRIVER WOULD STAND UP FOR YOU AND ME! ITS LIKE HE HIT US WITH ILLEGALS NOW WANTS TO RUN! <b>hell</b> NO!	No
1392	@USER Nope; I was fortunate to be online when he posted it. Sounded like <b>bullshit</b> to me at first too until a few other celebs chimed in. Daffy	No
1393	@USER @USER Not one Democrat gives a <b>shit</b> about if this is true or not. It's all about not wanting conservatives in a life seat.	No
1394	@USER but i dont think all of us are depressed. i think on social media it’s all perfect and <b>shit</b> but social nedia only portrays one part of a persons life. as far as help i think it’s the same as it’s always been	No
1395	@USER Deplorable hillbilly who is the dreg of society and I'm <b>damn</b> PROUD OF IT!! #DeplorableDreg #TrumpsArmy #TeamTrump #WWG1WGA #MAGA #KAG🇺🇸🚂	No
1396	#SesameStreet’s #Bert and #Ernie came out of the #closet today. Spox says they’re a loving #couple. #Conservatives incensed. Rush out to buy Bert and Ernie dolls to burn along with their newly purchased #Nike fashions. <b>gay</b> #lgbtq #lgbtqtwitter #bluewave URL URL	No
1397	@USER @USER And ANTIFA IS <b>pissed</b> THEY WERENT INVITED !!!!!!!	No
1398	@USER Duck <b>ass</b> shit not funny	No
1399	@USER Duck ass <b>shit</b> not funny	No
1400	OBAMAS LYING <b>skank</b> MARIA HARF #DNCwbore #LyingSkank #KavanaughConfirmation #ChristineBlaseyFord #RedNationRising #KAG #MAGA #CCOT @USER URL	Yes
1401	@USER WE STAN TWO WHOLE <b>ass</b> VISUALS	No
1402	@USER @USER Lordy hope you're wrong bc if BK gets in everything's toast- women's worker's voting <b>gay</b> rights the environment gun control EVERYTHING Trump will get a get out of jail free card treason perjury faithfully executing" COTUS will be ok! I	No
1403	@USER @USER Look at that face? Would someone please tell me why it seems soooo many liberals look sooo <b>pissed</b> off all the time Are they constipated? Mix in some fiber!	No
1404	Ain't got no chill for u bro. Stay the <b>fuck</b> away from me. 😤	Yes
1405	@USER @USER It's probably better to have an ❌❌ next to my name than a pink <b>pussy</b> hat on my head 🤔🤔🤔🤔 #MAGA #MakeAmericaGreatAgain	No
1406	Low T and the <b>poontang</b> Clan aka fucking Donald Trump #trump #maga #art #comicart URL	No
1407	Low T and the poontang Clan aka <b>fucking</b> Donald Trump #trump #maga #art #comicart URL	Yes
1408	@USER She is really good for him and told him how he needed to straighten up. I like her and I like them together. Sometimes you just need someone who calls you out on your <b>shit</b> so you can become a better person 💖	No
1409	@USER School food <b>ass</b> anyways😂😂	No
1410	@USER which is why im loving all this <b>shit</b> right now LOL	No
1411	@USER YOU CAN'T TELL ME WHAT THE <b>fuck</b> I CAN AND CAN'T DO!" *whips out binoculars*"	No
1412	@USER @USER I don’t give a <b>damn</b> about a “tough” niggah 😂	No
1413	ANGELINA IS SO FUNNY AT RHE WRONG TIMES IMNGONNA SHOOT THIS <b>bitch</b> UPPDOALS	Yes
1414	@USER Heard Jeff Hardy thought that the Stoneman Douglas victims were right and that gun control should be improved in the USA which <b>pissed</b> off Randy	No
